lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
antigua,2002,adj,adj,2001_3000,Antigua,antiguo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corriente,2005,n,n,2001_3000,flowing; running,corriente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propias,2006,adj,adj,2001_3000,own,propio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pide,2008,v,v,2001_3000,to ask for something,pedir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habido,2011,v,v,2001_3000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dé,2017,v,v,2001_3000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pareció,2018,v,v,2001_3000,to seem; to see fit,parecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
políticas,2024,n,n,2001_3000,politics,política,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profundo,2026,v,v,2001_3000,deep,profundo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cerrado,2028,adj,adj,2001_3000,shut; closed,cerrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
herida,2037,n,n,2001_3000,wound,herida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sois,2043,v,v,2001_3000,to be,sois,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sistemas,2045,n,n,2001_3000,system,sistema,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambia,2046,v,v,2001_3000,change; shift,cambiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
show,2049,,residual,2001_3000,show; spectacle,show,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
octubre,2057,n,n,2001_3000,October,octubre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
números,2060,n,n,2001_3000,Numbers,número,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
programas,2065,n,n,2001_3000,programme; program,programa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
negros,2068,adj,adj,2001_3000,Negros,negro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diciembre,2070,n,n,2001_3000,December,diciembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enferma,2075,adj,adj,2001_3000,sick; ill,enfermo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
junio,2076,n,n,2001_3000,June,junio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pobres,2078,adj,adj,2001_3000,poor,pobre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
legal,2079,adj,adj,2001_3000,legal,legal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siga,2080,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
física,2082,adj,adj,2001_3000,physics,físico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
papi,2085,n,n,2001_3000,daddy,papi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ángeles,2087,n,n,2001_3000,Angeles,ángel,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señoría,2091,n,n,2001_3000,dominion,señoría,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abril,2095,n,n,2001_3000,April,abril,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejarlo,2097,v,v,2001_3000,to leave,dejarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
malos,2103,n,n,2001_3000,bad; evil,malo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
federal,2104,n,n,2001_3000,federal,federal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamaba,2105,v,v,2001_3000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enero,2106,n,n,2001_3000,January,enero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supe,2109,v,v,2001_3000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seres,2115,n,n,2001_3000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decisiones,2121,n,n,2001_3000,decision,decisión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
martin,2128,none,residual,2001_3000,martin,martin,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estúpida,2129,adj,adj,2001_3000,stupid,estúpido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tenéis,2134,v,v,2001_3000,to have,tener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberte,2142,v,v,2001_3000,have,haberte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
moral,2147,adj,adj,2001_3000,moral,moral,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tv,2149,,residual,2001_3000,TV,tv,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oigan,2156,v,v,2001_3000,hey; listen; excuse me,oír,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estan,2158,v,v,2001_3000,to be,estar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tales,2159,adj,adj,2001_3000,Thales,tal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponga,2162,v,v,2001_3000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
charles,2167,n,n,2001_3000,hi-hat,charles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cargos,2168,n,n,2001_3000,charge; burden,cargo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
venía,2171,v,v,2001_3000,salute,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
produce,2178,v,v,2001_3000,to produce,producir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podrás,2179,v,v,2001_3000,to be able to; can,podrás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
términos,2182,n,n,2001_3000,end; terminus,término,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
